"id","parent_id","name","fullname","parent_name","name_ru","vehicle_type_id","slug","source","parent_model_id","freq"
58,NULL,"Jaguar","","","Ягуар",NULL,"jaguar",NULL,NULL,448
59,NULL,"Jeep","","","Джип",NULL,"jeep",NULL,NULL,1482
60,NULL,"Jindei","","","Jindei",NULL,"jindei",NULL,NULL,0
61,NULL,"Kia","","","Киа",NULL,"kia",NULL,NULL,9601
62,NULL,"Lamborghini","","","Ламборджини",NULL,"lamborghini",NULL,NULL,9
63,NULL,"Lancia","","","Лянча",NULL,"lancia",NULL,NULL,20
64,NULL,"Land Rover","","","Ленд Ровер",NULL,"landrover",NULL,NULL,5856
65,NULL,"Landwind","","","Ландвинд",NULL,"landwind",NULL,NULL,0
66,NULL,"Lexus","","","Лексус",NULL,"lexus",NULL,NULL,7162
67,NULL,"Lifan","","","Лифан",NULL,"lifan",NULL,NULL,803
68,NULL,"Lincoln","","","Линкольн",NULL,"lincoln",NULL,NULL,41
69,NULL,"Lotus","","","Лотус",NULL,"lotus",NULL,NULL,0
70,NULL,"MG","","","МГ",NULL,"mg",NULL,NULL,3
71,NULL,"MINI","","","Мини",NULL,"mini",NULL,NULL,300
72,NULL,"Mahindra","","","Махиндра",NULL,"mahindra",NULL,NULL,0
73,NULL,"Marcos","","","Маркос",NULL,"marcos",NULL,NULL,1
74,NULL,"Maruti","","","Марути",NULL,"maruti",NULL,NULL,0
75,NULL,"Maserati","","","Мазерати",NULL,"maserati",NULL,NULL,29
76,NULL,"Maybach","","","Майбах",NULL,"maybach",NULL,NULL,51
77,NULL,"Mazda","","","Мазда",NULL,"mazda",NULL,NULL,16411
78,NULL,"McLaren","","","Макларен",NULL,"mclaren",NULL,NULL,0
79,NULL,"Mercedes-Benz","","","Мерседес Бенс",NULL,"mercedesbenz",NULL,NULL,13186
80,NULL,"Mercury","","","Меркури",NULL,"mercury",NULL,NULL,22
81,NULL,"Metrocab","","","Метрокэб",NULL,"metrocab",NULL,NULL,0
82,NULL,"Mitsubishi","","","Митсубиши",NULL,"mitsubishi",NULL,NULL,9337
83,NULL,"Mitsuoka","","","Мицуока",NULL,"mitsuoka",NULL,NULL,0
84,NULL,"Morgan","","","Морган",NULL,"morgan",NULL,NULL,0
85,NULL,"Nissan","","","Ниссан",NULL,"nissan",NULL,NULL,47209
86,NULL,"Oldsmobile","","","Олдсмобиль",NULL,"oldsmobile",NULL,NULL,1
87,NULL,"Opel","","","Опель",NULL,"opel",NULL,NULL,16998
88,NULL,"Steyr-Daimler-Puch","","","Steyr-Daimler-Puch",NULL,"steyrdaimlerpuch",NULL,NULL,12
89,NULL,"Pagani","","","Пагани",NULL,"pagani",NULL,NULL,0
90,NULL,"Panoz","","","Паноз",NULL,"panoz",NULL,NULL,0
91,NULL,"Peugeot","","","Пежо",NULL,"peugeot",NULL,NULL,7174
92,NULL,"Plymouth","","","Плимут",NULL,"plymouth",NULL,NULL,5
93,NULL,"Pontiac","","","Понтиак",NULL,"pontiac",NULL,NULL,103
94,NULL,"Porsche","","","Порше",NULL,"porsche",NULL,NULL,1270
95,NULL,"Proton","","","Протон",NULL,"proton",NULL,NULL,7
96,NULL,"Renault","","","Рено",NULL,"renault",NULL,NULL,19670
97,NULL,"Roewe","","","Roewe",NULL,"roewe",NULL,NULL,0
98,NULL,"Rolls-Royce","","","Роллс-Ройс",NULL,"rollsroyce",NULL,NULL,34
99,NULL,"Rover","","","Ровер",NULL,"rover",NULL,NULL,134
100,NULL,"SEAT","","","Сеат",NULL,"seat",NULL,NULL,256
101,NULL,"Saab","","","Сааб",NULL,"saab",NULL,NULL,148
102,NULL,"Saleen","","","Салин",NULL,"saleen",NULL,NULL,0
103,NULL,"Samsung","","","Рено Самсунг",NULL,"samsung",NULL,NULL,2
104,NULL,"Saturn","","","Сатурн",NULL,"saturn",NULL,NULL,21
105,NULL,"Scion","","","Сцион",NULL,"scion",NULL,NULL,1
106,NULL,"Shenlong","","","Shenlong",NULL,"shenlong",NULL,NULL,2
107,NULL,"Shuanghuan","","","ШуангХуан",NULL,"shuanghuan",NULL,NULL,3
108,NULL,"Skoda","","","Шкода",NULL,"skoda",NULL,NULL,4334
109,NULL,"Smart","","","Смарт",NULL,"smart",NULL,NULL,56
110,NULL,"Spyker","","","Спайкер",NULL,"spyker",NULL,NULL,5
111,NULL,"SsangYong","","","Ссанг Йонг",NULL,"ssangyong",NULL,NULL,1273
112,NULL,"Subaru","","","Субару",NULL,"subaru",NULL,NULL,7048
113,NULL,"Suzuki","","","Сузуки",NULL,"suzuki",NULL,NULL,10457
114,NULL,"TVR","","","ТВР",NULL,"tvr",NULL,NULL,0
115,NULL,"Talbot","","","Тэлбот",NULL,"talbot",NULL,NULL,3
116,NULL,"Tata","","","ТАТА",NULL,"tata",NULL,NULL,0
117,NULL,"Tatra","","","Татра",NULL,"tatra",NULL,NULL,7
118,NULL,"Tianma","","","Тианма",NULL,"tianma",NULL,NULL,0
119,NULL,"Tianye","","","Тианье",NULL,"tianye",NULL,NULL,0
120,NULL,"Tofas","","","Тофас",NULL,"tofas",NULL,NULL,0
121,NULL,"Toyota","","","Тойота",NULL,"toyota",NULL,NULL,88953
122,NULL,"Trabant","","","Трабант",NULL,"trabant",NULL,NULL,2
123,NULL,"Venturi","","","Вентури",NULL,"venturi",NULL,NULL,0
124,NULL,"Volkswagen","","","Фольксваген",NULL,"volkswagen",NULL,NULL,31056
125,NULL,"Volvo","","","Вольво",NULL,"volvo",NULL,NULL,7425
126,NULL,"Vortex","","","Вортекс",NULL,"vortex",NULL,NULL,64
127,NULL,"Wartburg","","","Вартбург",NULL,"wartburg",NULL,NULL,1
128,NULL,"Wiesmann","","","Вайсман",NULL,"wiesmann",NULL,NULL,0
129,NULL,"Xin Kai","","","Ксин Кай",NULL,"xinkai",NULL,NULL,3
130,NULL,"Yzk","","","Yzk",NULL,"yzk",NULL,NULL,0
131,NULL,"ZX","","","ЗетИкс",NULL,"zx",NULL,NULL,18
132,NULL,"ВАЗ","","","Лада",NULL,"vaz",NULL,NULL,41320
133,NULL,"Велта","","","Велта",NULL,"velta",NULL,NULL,0
134,NULL,"ГАЗ","","","ГАЗ",NULL,"gaz",NULL,NULL,7191
135,NULL,"ЕРАЗ","","","ЕРАЗ",NULL,"eraz",NULL,NULL,2
136,NULL,"СеАЗ","","","СеАЗ",NULL,"seaz",NULL,NULL,61
137,NULL,"КАМАЗ","","","КАМАЗ",NULL,"kamaz",NULL,NULL,434
138,NULL,"ЗАЗ","","","ЗАЗ",NULL,"zaz",NULL,NULL,806
139,NULL,"ЗИЛ","","","ЗИЛ",NULL,"zil",NULL,NULL,298
140,NULL,"ИЖ","","","ИЖ",NULL,"izh",NULL,NULL,1101
141,NULL,"ЛУАЗ","","","ЛУАЗ",NULL,"luaz",NULL,NULL,137
142,NULL,"Москвич","","","Москвич",NULL,"moskvich",NULL,NULL,1086
143,NULL,"УАЗ","","","УАЗ",NULL,"uaz",NULL,NULL,6937
144,1,"MC 1","","Microcar","MC 1",NULL,"mc1",NULL,NULL,0
148,2,"Mamba","","AC","Мамба",NULL,"mamba",NULL,NULL,0
149,3,"CL","","Acura","ЦЛ",1,"cl",NULL,NULL,1
150,3,"CSX","","Acura","ЦСИкс",1,"csx",NULL,NULL,0
151,3,"EL","","Acura","ЕЛ",1,"el",NULL,NULL,2
152,3,"Integra","","Acura","Интегра",1,"integra",NULL,NULL,1
153,3,"Legend","","Acura","Легенда",1,"legend",NULL,NULL,0
154,3,"MDX","","Acura","МДИкс",1,"mdx",NULL,NULL,91
155,3,"NSX","","Acura","НСИкс",1,"nsx",NULL,NULL,0
156,3,"RDX","","Acura","РДИкс",1,"rdx",NULL,NULL,31
157,3,"RL","","Acura","РЛ",1,"rl",NULL,NULL,3
158,3,"RSX","","Acura","РСИкс",1,"rsx",NULL,NULL,4
159,3,"SLX","","Acura","СЛИкс",1,"slx",NULL,NULL,0
160,3,"TL","","Acura","ТЛ",1,"tl",NULL,NULL,3
161,3,"TSX","","Acura","ТСИкс",1,"tsx",NULL,NULL,3
162,4,"Pickup","","Admiral","Пикап",NULL,"pickup",NULL,NULL,0
163,5,"145","","Alfa Romeo","145",1,"145",NULL,NULL,3
164,5,"146","","Alfa Romeo","146",1,"146",NULL,NULL,5
165,5,"147","","Alfa Romeo","147",1,"147",NULL,NULL,16
166,5,"155","","Alfa Romeo","155",1,"155",NULL,NULL,2
167,5,"156","","Alfa Romeo","156",1,"156",NULL,NULL,43
168,5,"159","","Alfa Romeo","159",1,"159",NULL,NULL,24
169,5,"164","","Alfa Romeo","164",1,"164",NULL,NULL,2
170,5,"166","","Alfa Romeo","166",1,"166",NULL,NULL,11
171,5,"33","","Alfa Romeo","33",1,"33",NULL,NULL,3
172,5,"75","","Alfa Romeo","75",1,"75",NULL,NULL,1
173,5,"8C Competizione","","Alfa Romeo","8Ц Компетизионе",1,"8ccompetizione",NULL,NULL,0
174,5,"90","","Alfa Romeo","90",1,"90",NULL,NULL,1
175,5,"Alfasud","","Alfa Romeo","Альфасуд",1,"sud",NULL,NULL,0
176,5,"Alfetta","","Alfa Romeo","Альфетта",1,"alfetta",NULL,NULL,0
177,5,"Brera","","Alfa Romeo","Брера",1,"brera",NULL,NULL,9
178,5,"GT","","Alfa Romeo","ГТ",1,"gt",NULL,NULL,2
179,5,"GTV","","Alfa Romeo","ГТВ",1,"gtv",NULL,NULL,2
180,5,"Giulietta","","Alfa Romeo","Джульетта",1,"giulietta",NULL,NULL,1
181,5,"MiTo","","Alfa Romeo","МиТо",1,"mito",NULL,NULL,7
182,5,"Spider","","Alfa Romeo","Спайдер",1,"spider",NULL,NULL,1
183,6,"B10","","Alpina","Б10",1,"b10",NULL,NULL,2
184,6,"B12","","Alpina","Б12",1,"b12",NULL,NULL,0
185,6,"B3","","Alpina","Б3",1,"b3",NULL,NULL,1
186,6,"B7","","Alpina","Б7",1,"b7",NULL,NULL,3
187,6,"B8","","Alpina","Б8",1,"b8",NULL,NULL,0
188,6,"D10","","Alpina","Д10",1,"d10",NULL,NULL,0
189,6,"Roadster S","","Alpina","Родстер С",1,"roadsters",NULL,NULL,0
190,7,"10","","Aro","10",1,"10",NULL,NULL,2
191,7,"24","","Aro","24",1,"24",NULL,NULL,4
192,7,"243","","Aro","243",NULL,"243",NULL,NULL,0
193,7,"244","","Aro","244",NULL,"244",NULL,NULL,0
194,7,"245","","Aro","245",NULL,"245",NULL,NULL,0
195,7,"246","","Aro","246",NULL,"246",NULL,NULL,0
196,7,"Spartana","","Aro","Спартана",1,"spartana",NULL,NULL,0
197,8,"Hi-Topic","","Asia","Хай-Топик",NULL,"hitopic",NULL,NULL,1
198,8,"Retona","","Asia","Ретона",1,"retona",NULL,NULL,0
199,8,"Rocsta","","Asia","Рокста",1,"rocsta",NULL,NULL,5
200,9,"DB7","","Aston Martin","ДБ7",1,"db7",NULL,NULL,2
201,9,"DB9","","Aston Martin","ДБ9",1,"db9",NULL,NULL,4
202,9,"DBS","","Aston Martin","ДБС",1,"dbs",NULL,NULL,3
203,9,"V12 Vanquish","","Aston Martin","В12 Ванквиш",NULL,"v12vanquish",NULL,NULL,0
204,9,"V8 Vantage","","Aston Martin","В8 Вантаж",1,"v8vantage",NULL,NULL,2
205,10,"100","","Audi","100",1,"100",NULL,NULL,705
206,10,"200","","Audi","200",1,"200",NULL,NULL,13
207,10,"5000","","Audi","5000",1,"5000",NULL,NULL,0
208,10,"80","","Audi","80",1,"80",NULL,NULL,743
209,10,"90","","Audi","90",1,"90",NULL,NULL,32
210,10,"A2","","Audi","А2",1,"a2",NULL,NULL,7
211,10,"A3","","Audi","А3",1,"a3",NULL,NULL,546
212,10,"A4","","Audi","А4",1,"a4",NULL,NULL,2144
213,10,"A5","","Audi","А5",1,"a5",NULL,NULL,577
214,10,"A6","","Audi","А6",1,"a6",NULL,NULL,2515
215,10,"A6 allroad quattro","","Audi","А6 олроад кватро",NULL,"a6allroadquattro",NULL,NULL,28
216,10,"A8","","Audi","А8",1,"a8",NULL,NULL,561
217,10,"Cabriolet","","Audi","Кабриолет",1,"cabriolet",NULL,NULL,0
218,10,"Q5","","Audi","Кью5",1,"q5",NULL,NULL,1122
219,10,"Q7","","Audi","Кью7",1,"q7",NULL,NULL,1056
220,10,"R8","","Audi","Р8",1,"r8",NULL,NULL,11
221,10,"RS4","","Audi","РС 4",1,"rs4",NULL,NULL,3
222,10,"RS6","","Audi","РС 6",1,"rs6",NULL,NULL,20
223,10,"S2","","Audi","С2",1,"s2",NULL,NULL,1
224,10,"S3","","Audi","С3",1,"s3",NULL,NULL,7
225,10,"S4","","Audi","С4",1,"s4",NULL,NULL,17
226,10,"S5","","Audi","С5",1,"s5",NULL,NULL,27
227,10,"S6","","Audi","С6",1,"s6",NULL,NULL,25
228,10,"S8","","Audi","С8",1,"s8",NULL,NULL,29
229,10,"TT","","Audi","ТТ",1,"tt",NULL,NULL,87
230,10,"V8","","Audi","В8",1,"v8",NULL,NULL,6
231,11,"1 series","","BMW","1 серия",1,"1",NULL,NULL,565
232,11,"3 series","","BMW","3 серия",1,"3",NULL,NULL,2859
233,11,"5 series","","BMW","5 серия",1,"5",NULL,NULL,3313
234,11,"6 series","","BMW","6 серия",1,"6",NULL,NULL,284
235,11,"7 series","","BMW","7 серия",1,"7",NULL,NULL,1126
236,11,"8 series","","BMW","8 серия",1,"8",NULL,NULL,80
237,11,"M3","","BMW","М3",1,"m3",NULL,NULL,27
238,11,"M5","","BMW","М5",1,"m5",NULL,NULL,74
239,11,"M6","","BMW","М6",1,"m6",NULL,NULL,21
240,11,"X3","","BMW","Икс3",1,"x3",NULL,NULL,1332
241,11,"X5","","BMW","Икс5",1,"x5",NULL,NULL,2436
242,11,"X6","","BMW","Икс6",1,"x6",NULL,NULL,1305
243,11,"Z1","","BMW","З1",1,"z1",NULL,NULL,1
244,11,"Z3","","BMW","З3",1,"z3",NULL,NULL,7
245,11,"Z4","","BMW","З4",1,"z4",NULL,NULL,25
246,11,"Z4 M","","BMW","З4 М",1,"z4m",NULL,NULL,0
247,11,"Z8","","BMW","З8",1,"z8",NULL,NULL,0
248,12,"F0","","BYD","Ф0",1,"f0",NULL,NULL,0
249,12,"F3","","BYD","Ф3",1,"f3",NULL,NULL,136
250,12,"F6","","BYD","Ф6",1,"f6",NULL,NULL,2
252,12,"Flyer","","BYD","Флайер",1,"flyer",NULL,NULL,10
253,13,"Arnage","","Bentley","Арнаж",1,"arnage",NULL,NULL,4
254,13,"Azure","","Bentley","Азур",1,"azure",NULL,NULL,1
255,13,"Brooklands","","Bentley","Бруклендс",1,"brooklands",NULL,NULL,2
256,13,"Continental","","Bentley","Континентал",1,"continental",NULL,NULL,2
257,13,"Continental Flying Spur","","Bentley","Континентал Флаинг Спур",1,"continentalflyingspur",NULL,NULL,19
258,13,"Continental GT","","Bentley","Континентал ГТ",1,"continentalgt",NULL,NULL,87
259,13,"Mulsanne","","Bentley","Мюлзан",1,"mulsanne",NULL,NULL,9
260,13,"Turbo RT","","Bentley","Турбо РТ",NULL,"turbort",NULL,NULL,0
261,14,"M1 (Zhonghua)","","Brilliance","M1 (Zhonghua)",NULL,"m1zhonghua",NULL,NULL,0
262,14,"M2 (JunJie)","","Brilliance","M2 (JunJie)",NULL,"m2junjie",NULL,NULL,3
264,15,"EB 110","","Bugatti","ЕБ 110",1,"eb110",NULL,NULL,0
265,15,"EB 112","","Bugatti","ЕБ 112",1,"eb112",NULL,NULL,0
266,15,"Veyron 16.4","","Bugatti","Вейрон 16.4",NULL,"veyron164",NULL,NULL,0
267,16,"Century","","Buick","Центри",1,"century",NULL,NULL,1
268,16,"Electra","","Buick","Электра",1,"electra",NULL,NULL,0
269,16,"Enclave","","Buick","Анклав",1,"enclave",NULL,NULL,3
270,16,"GL8","","Buick","ГЛ8",1,"gl8",NULL,NULL,0
271,16,"La Crosse","","Buick","Лакросс",1,"lacrosse",NULL,NULL,0
272,16,"Le Sabre","","Buick","Ле Сейбр",1,"lesabre",NULL,NULL,2
273,16,"Lucerne","","Buick","Люцерн",1,"lucerne",NULL,NULL,0
274,16,"Park Avenue","","Buick","Парк-Авеню",1,"parkavenue",NULL,NULL,0
275,16,"Rainer","","Buick","Рейнер",1,"rainer",NULL,NULL,0
276,16,"Regal","","Buick","Регал",1,"regal",NULL,NULL,7
277,16,"RendezVous","","Buick","Рандезвус",1,"rendezvous",NULL,NULL,3
278,16,"Riviera","","Buick","Ривьера",1,"riviera",NULL,NULL,5
279,16,"Roadmaster","","Buick","Роадмастер",1,"roadmaster",NULL,NULL,0
280,16,"Skylark","","Buick","Скайлак",1,"skylark",NULL,NULL,2
281,16,"Terraza","","Buick","Терраза",1,"terraza",NULL,NULL,0
282,17,"BLS","","Cadillac","БСТ",1,"bls",NULL,NULL,22
283,17,"CTS","","Cadillac","ЦТС",1,"cts",NULL,NULL,88
284,17,"Catera","","Cadillac","Катера",1,"catera",NULL,NULL,0
285,17,"DTS","","Cadillac","ДТС",1,"dts",NULL,NULL,0
286,17,"De Ville","","Cadillac","Де Виль",1,"deville",NULL,NULL,18
287,17,"Eldorado","","Cadillac","Эльдорадо",1,"eldorado",NULL,NULL,7
288,17,"Escalade","","Cadillac","Эскалейд",1,"escalade",NULL,NULL,375
289,17,"Fleetwood","","Cadillac","Флитвуд",1,"fleetwood",NULL,NULL,5
290,17,"SRX","","Cadillac","СРИкс",1,"srx",NULL,NULL,155
291,17,"STS","","Cadillac","СТС",1,"sts",NULL,NULL,8
292,17,"Seville","","Cadillac","Севиль",1,"seville",NULL,NULL,7
293,17,"XLR","","Cadillac","ИксЛР",1,"xlr",NULL,NULL,0
294,18,"C21","","Caterham","C21",NULL,"c21",NULL,NULL,0
295,18,"Super Seven","","Caterham","Super Seven",NULL,"superseven",NULL,NULL,0
296,19,"Flying","","ChangFeng","Флаинг",1,"flying",NULL,NULL,2
297,19,"SUV","","ChangFeng","Внедорожник",1,"suv",NULL,NULL,0
298,20,"Amulet","","Chery","Амулет",1,"amulet",NULL,NULL,7
299,20,"B11 (Oriental Son)","","Chery","B11 (Oriental Son)",NULL,"b11orientalson",NULL,NULL,0
300,20,"B14","","Chery","B14",NULL,"b14",NULL,NULL,10
301,20,"Eastar","","Chery","Истар",1,"eastar",NULL,NULL,0
302,20,"Fora","","Chery","Фора",1,"fora",NULL,NULL,5
303,20,"Kimo","","Chery","Кимо",1,"kimo",NULL,NULL,4
304,20,"QQ","","Chery","КьюКью",1,"qq",NULL,NULL,3
305,20,"QQ 6","","Chery","КуКу6",1,"qq6",NULL,NULL,5
306,20,"Swift","","Chery","Swift",NULL,"swift",NULL,NULL,1
307,20,"Tiggo","","Chery","Тигго",1,"tiggo",NULL,NULL,166
308,20,"Windcloud","","Chery","Винклуд",1,"windcloud",NULL,NULL,0
309,21,"Alero","","Chevrolet","Алеро",1,"alero",NULL,NULL,1
310,21,"Astro","","Chevrolet","Астро",1,"astro",NULL,NULL,8
311,21,"Avalanche","","Chevrolet","Аваланш",1,"avalanche",NULL,NULL,10
312,21,"Aveo","","Chevrolet","Авео",1,"aveo",NULL,NULL,1676
313,21,"Beretta","","Chevrolet","Беретта",1,"beretta",NULL,NULL,0
314,21,"Blazer","","Chevrolet","Блейзер",1,"blazer",NULL,NULL,68
315,21,"Camaro","","Chevrolet","Камаро",1,"camaro",NULL,NULL,103
316,21,"Caprice","","Chevrolet","Каприз",1,"caprice",NULL,NULL,12
317,21,"Captiva","","Chevrolet","Каптива",1,"captiva",NULL,NULL,502
318,21,"Cavalier","","Chevrolet","Кавалер",1,"cavalier",NULL,NULL,11
319,21,"Celta","","Chevrolet","Сельта",1,"celta",NULL,NULL,0
320,21,"Chevi C2","","Chevrolet","Шеви Ц2",NULL,"chevic2",NULL,NULL,0
321,21,"Classic","","Chevrolet","Классик",1,"classic",NULL,NULL,4
322,21,"Cobalt","","Chevrolet","Кобальт",1,"cobalt",NULL,NULL,383
323,21,"Colorado","","Chevrolet","Колорадо",1,"colorado",NULL,NULL,0
324,21,"Conversion Van","","Chevrolet","Конвершн Ван",NULL,"conversionvan",NULL,NULL,0
325,21,"Corsa","","Chevrolet","Корса",1,"corsa",NULL,NULL,0
326,21,"Corsica","","Chevrolet","Корсика",1,"corsica",NULL,NULL,1
327,21,"Corvette","","Chevrolet","Корвет",1,"corvette",NULL,NULL,21
328,21,"Cruze","","Chevrolet","Круз",1,"cruze",NULL,NULL,1708
329,21,"Epica","","Chevrolet","Эпика",1,"epica",NULL,NULL,266
330,21,"Equinox","","Chevrolet","Экьюнокс",1,"equinox",NULL,NULL,13
331,21,"Evanda","","Chevrolet","Эванда",1,"evanda",NULL,NULL,28
332,21,"Express","","Chevrolet","Экспресс",1,"express",NULL,NULL,63
333,21,"Geo Storm","","Chevrolet","Гео Сторм",NULL,"geostorm",NULL,NULL,0
334,21,"Geo Tracker","","Chevrolet","Гео Трэкер",NULL,"geotracker",NULL,NULL,0
335,21,"HHR","","Chevrolet","ХХР",1,"hhr",NULL,NULL,5
336,21,"Impala","","Chevrolet","Импала",1,"impala",NULL,NULL,4
337,21,"Ipanema","","Chevrolet","Ипанема",1,"ipanema",NULL,NULL,0
338,21,"K3500","","Chevrolet","K3500",NULL,"k3500",NULL,NULL,0
339,21,"Lacetti","","Chevrolet","Лачетти",1,"lacetti",NULL,NULL,1824
340,21,"Lanos","","Chevrolet","Ланос",1,"lanos",NULL,NULL,2931
341,21,"Lumina","","Chevrolet","Люмина",1,"lumina",NULL,NULL,10
342,21,"Malibu","","Chevrolet","Малибу",1,"malibu",NULL,NULL,39
343,21,"Meriva","","Chevrolet","Мерива",1,"meriva",NULL,NULL,0
344,21,"Metro","","Chevrolet","Метро",1,"metro",NULL,NULL,3
345,21,"Montana","","Chevrolet","Монтана",1,"montana",NULL,NULL,0
346,21,"Monte Carlo","","Chevrolet","Монте-Карло",1,"montecarlo",NULL,NULL,1
347,21,"Monza","","Chevrolet","Монца",1,"monza",NULL,NULL,0
348,21,"Niva","","Chevrolet","Нива",1,"niva",NULL,NULL,4649
349,21,"Nova","","Chevrolet","Нова",1,"nova",NULL,NULL,1
350,21,"Omega","","Chevrolet","Омега",1,"omega",NULL,NULL,0
351,21,"Prizm","","Chevrolet","Призм",1,"prizm",NULL,NULL,1
352,21,"Prizma","","Chevrolet","Призма",NULL,"prizma",NULL,NULL,0
353,21,"Rezzo","","Chevrolet","Реццо",1,"rezzo",NULL,NULL,132
354,21,"S-10","","Chevrolet","С-10",1,"s10",NULL,NULL,0
355,21,"SSR","","Chevrolet","ССР",1,"ssr",NULL,NULL,0
356,21,"Savana","","Chevrolet","Савана",NULL,"savana",NULL,NULL,0
357,21,"Silver","","Chevrolet","Силвер",NULL,"silver",NULL,NULL,0
358,21,"Silverado","","Chevrolet","Сильверадо",1,"silverado",NULL,NULL,17
359,21,"Spark","","Chevrolet","Спарк",1,"spark",NULL,NULL,235
360,21,"Starcraft","","Chevrolet","Старкрафт",1,"starcraft",NULL,NULL,2
361,21,"Suburban","","Chevrolet","Субурбан",1,"suburban",NULL,NULL,19
362,21,"Tahoe","","Chevrolet","Тахо",1,"tahoe",NULL,NULL,205
363,21,"Tracker","","Chevrolet","Трэкер",1,"tracker",NULL,NULL,55
364,21,"TrailBlazer","","Chevrolet","ТрэйлБлейзер",1,"trailblazer",NULL,NULL,164
365,21,"TransSport","","Chevrolet","ТрансСпорт",1,"transsport",NULL,NULL,0
366,21,"Uplander","","Chevrolet","Аплендер",1,"uplander",NULL,NULL,0
367,21,"Van","","Chevrolet","Ван",1,"van",NULL,NULL,8
368,21,"Vectra","","Chevrolet","Вектра",1,"vectra",NULL,NULL,0
369,21,"Venture","","Chevrolet","Венчюр",1,"venture",NULL,NULL,0
370,21,"Viva","","Chevrolet","Вива",1,"viva",NULL,NULL,59
371,21,"Zafira","","Chevrolet","Зафира",1,"zafira",NULL,NULL,0
372,22,"300C","","Chrysler","300Ц",1,"300c",NULL,NULL,166
373,22,"300M","","Chrysler","300М",1,"300m",NULL,NULL,26
374,22,"Aspen","","Chrysler","Аспен",1,"aspen",NULL,NULL,0
375,22,"Cirrus","","Chrysler","Циррус",1,"cirrus",NULL,NULL,10
376,22,"Concorde","","Chrysler","Конкорд",1,"concorde",NULL,NULL,16
377,22,"Crossfire","","Chrysler","Кроссфаер",1,"crossfire",NULL,NULL,13
378,22,"Daytona","","Chrysler","Дайтона",1,"daytona",NULL,NULL,0
379,22,"Grand Voyager","","Chrysler","Гранд Вояджер",NULL,"grandvoyager",NULL,NULL,23
380,22,"Intrepid","","Chrysler","Интрепид",1,"intrepid",NULL,NULL,6
381,22,"LHS","","Chrysler","ЛХС",1,"lhs",NULL,NULL,9
382,22,"Le Baron","","Chrysler","ЛеБарон",1,"lebaron",NULL,NULL,5
383,22,"Neon","","Chrysler","Неон",1,"neon",NULL,NULL,14
384,22,"New Yorker","","Chrysler","Нью-Йоркер",1,"newyorker",NULL,NULL,5
385,22,"PT Cruiser","","Chrysler","ПТ Крузер",1,"ptcruiser",NULL,NULL,89
386,22,"Pacifica","","Chrysler","Пасифика",1,"pacifica",NULL,NULL,94
387,22,"Prowler","","Chrysler","Проулер",1,"prowler",NULL,NULL,0
388,22,"Saratoga","","Chrysler","Саратога",1,"saratoga",NULL,NULL,2
389,22,"Sebring","","Chrysler","Себринг",1,"sebring",NULL,NULL,93
390,22,"Stratus","","Chrysler","Стратус",1,"stratus",NULL,NULL,16
391,22,"Town&amp;Country","","Chrysler","Таун анд амр;Кантри",NULL,"townampcountry",NULL,NULL,4
392,22,"Viper","","Chrysler","Вайпер",1,"viper",NULL,NULL,0
393,22,"Vision","","Chrysler","Вижн",1,"vision",NULL,NULL,7
394,22,"Voyager","","Chrysler","Вояджер",1,"voyager",NULL,NULL,119
395,23,"AX","","Citroen","Аикс",1,"ax",NULL,NULL,0
396,23,"BX","","Citroen","ВХ",1,"bx",NULL,NULL,2
397,23,"Berlingo","","Citroen","Берлинго",1,"berlingo",NULL,NULL,216
398,23,"C-Crosser","","Citroen","С-Кроссер",1,"ccrosser",NULL,NULL,75
399,23,"C-Triomphe","","Citroen","Си-Триомхе",1,"ctriomphe",NULL,NULL,0
400,23,"C1","","Citroen","С1",1,"c1",NULL,NULL,26
401,23,"C15","","Citroen","С15",1,"c15",NULL,NULL,0
402,23,"C2","","Citroen","С2",1,"c2",NULL,NULL,29
403,23,"C3","","Citroen","С3",1,"c3",NULL,NULL,208
404,23,"C3 Pluriel","","Citroen","C3 Pluriel",NULL,"c3pluriel",NULL,NULL,0
405,23,"C4","","Citroen","С4",1,"c4",NULL,NULL,1036
406,23,"C4 Picasso","","Citroen","С4 Пикассо",1,"c4picasso",NULL,NULL,178
407,23,"C5","","Citroen","С5",1,"c5",NULL,NULL,278
408,23,"C6","","Citroen","С6",1,"c6",NULL,NULL,2
409,23,"C8","","Citroen","С8",1,"c8",NULL,NULL,6
410,23,"CX","","Citroen","СХ",1,"cx",NULL,NULL,0
411,23,"Evasion","","Citroen","Отписка",1,"evasion",NULL,NULL,6
412,23,"Grand C4 Picasso","","Citroen","Grand C4 Picasso",NULL,"grandc4picasso",NULL,NULL,4
413,23,"Jumper","","Citroen","Jumper",2,"jumper",NULL,NULL,12
414,23,"Jumpy","","Citroen","Джампи",1,"jumpy",NULL,NULL,28
415,23,"Saxo","","Citroen","Саксо",1,"saxo",NULL,NULL,1
416,23,"Visa","","Citroen","Виза",1,"visa",NULL,NULL,1
417,23,"XM","","Citroen","Хм",1,"xm",NULL,NULL,4
418,23,"Xantia","","Citroen","У Xantia",1,"xantia",NULL,NULL,12
419,23,"Xsara","","Citroen","Ксара",1,"xsara",NULL,NULL,44
